id_funcionario,nome_completo,sexo,data_nascimento,estado,area,nivel,salario,data_admissao,data_desligamento,motivo_desligamento,nota_comunicacao,nota_trabalho_equipe,nota_organizacao,nota_lideranca,nota_iniciativa,avaliacao_geral,horas_extras,ferias_acumuladas
121,Gabriela Costa,Masculino,1971-05-06,PR,Administrativo,Analista,2699.420665856451,2008-05-30,2010-08-16,Outros,7.448037819005549,7.071813004091382,8.75057936552912,9.022972874809057,8.284677472896874,8.723783174063767,61,21
122,Bernard Mello,Feminino,1972-07-27,PE,Financeiro,Analista,2769.4555786438286,2011-05-12,2015-08-25,Reestruturação,9.648182079195976,7.19686268735677,8.11545739788562,5.332144789863378,8.154130230657756,7.2125742247587095,32,21
123,Fernanda de Oliveira Netto,Feminino,1994-11-19,MG,RH,Coordenador,7367.932518478483,2014-07-30,NA,NA,7.061076540499926,8.509426625445485,9.789986395277083,5.399735185783356,8.437447064556181,8.53922216569397,33,24
124,Aline de Souza,Masculino,1966-01-07,DF,Logística,Coordenador,5520.875870482996,2012-09-21,NA,NA,8.316314583644271,8.538686666637659,7.855892487801611,6.391511383699253,8.285837231203914,7.39731001463358,47,11
125,Bruna Calmon,Masculino,1966-06-01,SP,Comercial,Analista,2545.0328337028623,2017-09-19,2019-12-31,Pedido do funcionário,9.815871833823621,7.748380419798195,6.949543720111251,7.471163248410448,7.231752578169107,7.025860080306793,43,14
126,Marta Fahrnholz,Masculino,1979-03-04,RJ,RH,Gerente,10466.239575762302,2015-03-05,NA,NA,6.176059489138424,8.409201943315566,7.198850913904607,9.28018081584014,8.555215486325324,9.026857865384178,45,15
127,Nathália Fernandes de Araújo,Feminino,1976-06-04,MG,Administrativo,Analista,2587.1704425662756,2010-05-27,NA,NA,6.448787196539342,6.094260255806148,6.984559444710612,8.536605881527066,6.339821608737111,7.289026005316013,66,15
128,Marta Fahrnholz,Feminino,1988-09-19,ES,RH,Gerente,14837.584968656301,2004-09-04,NA,NA,7.699577260762453,8.678793968632817,7.851471430622041,7.07891701371409,6.956344570964575,8.034758301662125,45,17
129,Fernanda de Oliveira Netto,Feminino,1974-05-13,PE,Operações,Coordenador,7503.16393841058,2014-12-07,NA,NA,8.925480461679399,7.6204001903533936,6.692791084758937,7.695391774177551,7.387874683365226,7.979996117187175,0,19
130,Roberto Suzano,Feminino,2000-07-07,ES,Operações,Coordenador,5168.299096636474,2005-03-10,NA,NA,9.18010160792619,7.245955825783312,6.9657416846603155,5.71631291997619,7.596401443704963,7.2365468688166406,48,12
131,Samantha de Oliveira Pereira,Feminino,2000-03-29,ES,RH,Analista,2828.8586284033954,2014-04-06,NA,NA,8.851331898011267,7.5031882878392935,9.724767160601914,7.535098409280181,9.985646296292543,9.224345315855437,34,0
132,Marta Fahrnholz,Feminino,1982-03-02,PE,Comercial,Analista,3669.602476991713,2011-03-01,NA,NA,6.622538287192583,8.867048933170736,7.096480396576226,5.562670090002939,6.170101675204933,7.581751728511293,57,40
133,Cynthia Ribeiro,Masculino,1968-12-16,SP,Administrativo,Estagiário,1655.38361328654,2007-01-27,NA,NA,7.133552199229598,7.857161996886134,6.957971002906561,5.7525130501016974,7.825188673101366,6.324432858360342,23,12
134,Nicole Vaz,Masculino,1985-01-15,BA,RH,Gerente,14137.535474728793,2000-06-20,NA,NA,7.498183347284794,8.228373972699046,9.843470166437328,9.486479713814333,7.663121838122606,7.972412627144591,35,30
135,Julia Andrade,Masculino,1989-05-26,SP,Comercial,Analista,4453.325677663088,2005-03-02,NA,NA,9.75078481528908,7.189442286267877,6.804686278104782,6.323835640214384,7.646882735192776,7.181828054383525,9,14
136,Nathália Fernandes de Araújo,Masculino,1972-03-31,PR,TI,Estagiário,1321.8753102701157,2003-09-21,NA,NA,7.3130491292104125,9.542726980522275,9.171796566806734,8.751912458101287,7.219828871078789,8.662778618272357,10,25
137,Rodrigo Funcke,Masculino,1984-07-10,ES,Financeiro,Coordenador,5653.192051220685,2011-10-02,NA,NA,6.909336004406214,8.970976970158517,6.842759284190834,6.713874940760434,8.284700802527368,6.372257805924449,5,19
138,Manuela Abreu Braga Martins,Feminino,1970-07-21,SP,Operações,Analista,4298.424893990159,2005-12-19,NA,NA,6.038874926045537,8.227442265488207,9.982738918624818,8.178273735102266,9.1693767150864,8.240626571799721,40,26
139,João Monteiro,Masculino,1965-10-31,RS,Financeiro,Analista,4489.664851222187,2015-11-03,NA,NA,7.968929362483323,9.88992513436824,7.113193460740149,6.055845653172582,6.4849556079134345,6.777144439592554,0,2
140,Felipe Carvalho,Masculino,1969-12-12,BA,RH,Gerente,14202.591563109308,2001-11-27,NA,NA,9.160933221690357,6.960830332711339,9.27354465611279,8.610581745160744,7.91960424836725,8.212502990571968,65,22
141,Nicole Vaz,Masculino,1978-06-30,DF,Operações,Analista,4062.5437581911683,2015-08-19,NA,NA,8.603417916223407,9.504357145167887,7.1000562915578485,8.88754453859292,9.09493123088032,7.834566187782802,27,19
142,Rodrigo Funcke,Feminino,1980-12-01,PR,RH,Coordenador,7209.063945803791,2001-04-14,2004-10-19,Outros,6.645819109864533,9.79241249524057,7.700318024493754,9.798507613595575,6.685970242135227,8.709831523649148,40,34
143,Mariana Lima,Masculino,1972-09-26,BA,Administrativo,Estagiário,1459.96100474149,2008-04-10,NA,NA,9.959655240178108,8.981729986146092,8.9115646854043,9.803816372295842,9.05620622355491,9.204576950710578,64,17
144,Yuri Cruz,Masculino,1984-11-10,SC,Financeiro,Analista,3874.3352498859167,2007-06-10,NA,NA,6.354984305799007,7.567149038426578,8.569527772255242,7.330406802939251,7.188713854178786,7.304803423721725,46,16
145,Marta Fahrnholz,Masculino,1998-12-01,BA,RH,Coordenador,6621.593577321619,2005-05-16,NA,NA,8.92309163697064,8.087833136320114,8.474281312897801,9.528876506956294,7.455462331883609,9.239956582026904,48,2
146,João Monteiro,Masculino,1975-12-23,MG,Comercial,Analista,2544.3089329637587,2011-05-14,NA,NA,6.945337498560548,8.293866441585124,8.374179119244218,8.37136743706651,7.467533006332815,7.458049252022464,27,22
147,Bruno Almeida,Feminino,1979-02-01,BA,Operações,Analista,2770.9983997046947,2007-04-08,2009-07-14,Término de contrato,9.833291869610548,8.12073596380651,8.730067138560116,8.318970416439697,8.094627615064383,7.846258298385843,14,26
148,Bernard Mello,Masculino,1977-11-15,SP,Administrativo,Analista,3884.173874743283,2007-11-29,NA,NA,7.189447085373104,9.78925057593733,9.59194775763899,8.255526836728677,6.556014908477664,7.966755057227631,53,18
149,Gabriel Mesquita,Masculino,1987-05-31,MG,Operações,Analista,3119.2779415287077,2000-03-23,NA,NA,6.932538506574929,9.505882170982659,7.05712709389627,7.2645596449729055,7.227063599973917,7.271073242047461,36,14
150,Yuri Cruz,Feminino,1999-02-19,DF,TI,Coordenador,5900.476559530944,2000-04-05,NA,NA,8.449653617106378,8.492463200353086,7.4747943645343184,7.57064723642543,9.356681643985212,8.444026319685177,40,24
151,Diego Costa,Masculino,1974-03-19,SC,Comercial,Gerente,10538.128778804094,2003-03-02,NA,NA,6.161816517822444,9.600068307481706,9.062499889172614,8.588471736293286,9.019475430250168,8.328575439872672,24,8
152,Julia Andrade,Feminino,1970-04-04,RJ,RH,Analista,3454.588443040848,2010-03-01,NA,NA,6.235839097760618,9.018755701370537,9.904777146875858,7.016768491594121,8.375594357959926,7.404750396513536,29,23
153,Isamij Jacques Gamboa,Masculino,1977-09-09,SP,Financeiro,Analista,3994.889627210796,2008-08-13,NA,NA,9.252377272583544,7.1077723717316985,6.004682552069426,6.075843805447221,6.1943207662552595,6.835009328160208,0,30
154,Rodrigo Funcke,Masculino,1972-07-23,PE,Logística,Analista,3772.081089671701,2004-08-08,NA,NA,6.526404587551951,6.030881709419191,6.9443132523447275,7.061498138355091,8.689485473558307,7.348789923237577,7,18
155,Manuela Abreu Braga Martins,Masculino,1999-03-22,PR,RH,Analista,4126.265682745725,2001-10-07,2004-05-29,Reestruturação,6.2068509655073285,9.31557563599199,9.481108571402729,8.022316697752103,7.64823701325804,7.463107728457789,9,16
156,Livia Mello,Masculino,1978-10-05,SP,TI,Analista,3564.873330760747,2013-06-28,NA,NA,7.170540994033217,6.4385744435712695,7.753337276168168,7.3413531156256795,6.2311307499185205,7.487474892957344,36,17
157,Aline de Souza,Feminino,1966-12-04,SC,Administrativo,Analista,3351.565430406481,2008-05-16,NA,NA,6.3590555833652616,6.4735312927514315,8.316798555664718,7.830524784512818,8.933985081501305,7.936544100399287,19,25
158,Marta Fahrnholz,Masculino,1977-02-25,DF,Logística,Gerente,12459.859513677657,2013-03-07,2019-12-31,Desempenho,8.062143852934241,6.627332809381187,7.8000749526545405,7.010284148855135,6.439816660247743,7.9381707946972035,48,7
159,Patricia Rodrigues,Feminino,1965-03-17,SC,TI,Analista,2620.2711863443255,2016-05-18,NA,NA,8.917296544648707,6.466006203554571,7.370804792270064,5.047564749838784,9.816922654397786,7.359789528716955,41,12
160,Felipe Carvalho,Feminino,1990-10-19,GO,Logística,Analista,3721.942826639861,2010-04-19,2014-10-31,Desempenho,9.413775423541665,8.422751341946423,7.65310435090214,5.9861505357548594,7.171277549117804,7.940716065735558,30,5
161,Cynthia Ribeiro,Masculino,1985-10-23,SP,Financeiro,Estagiário,1473.9417409524322,2008-04-19,NA,NA,7.911039505153894,9.778925631195307,8.731177918612957,9.855310345301405,6.727226628921926,8.16413971989349,8,17
162,Carlos Alberto Souza,Masculino,1979-10-25,SC,Operações,Estagiário,1261.2821750342846,2013-01-29,2019-09-27,Outros,7.195283094421029,8.945325673557818,9.849194251000881,8.517903230385855,9.582077871076763,8.689654697777494,27,20
163,João Monteiro,Masculino,1978-12-03,SP,Logística,Coordenador,5085.545754758641,2013-10-03,2016-11-19,Reestruturação,9.20603126194328,8.058933147229254,6.4425671910867095,5.457510870182887,6.526602800935507,6.611393016810648,58,21
164,Fernanda de Oliveira Netto,Masculino,1985-08-17,SC,Comercial,Analista,3065.0120126083493,2017-11-08,2019-12-31,Término de contrato,8.488383430056274,6.325531582348049,7.030494373291731,8.389434977434576,7.420213803648949,8.068551354577973,50,18
165,Mariana Lima,Feminino,1970-09-13,SC,Administrativo,Coordenador,7484.790018759668,2017-10-11,NA,NA,9.696384185925126,8.053898172453046,7.053841415792704,5.021606463706121,7.827656600624323,6.806547375495775,34,2
166,Wesley Oliveira Baptista,Masculino,1991-04-11,PR,TI,Analista,4073.536313138902,2007-02-01,NA,NA,9.486028222367167,9.160706899128854,8.865338896401227,6.29539231187664,9.496073281392455,8.96805178001396,0,7
167,João Monteiro,Masculino,1976-10-06,PE,Operações,Analista,4471.050473861396,2016-08-21,2019-12-31,Desempenho,9.277246547862887,9.344862771220505,8.173867263831198,7.4993168679066,7.908263169229031,8.098888490790763,30,17
168,Gabriela Costa,Feminino,1986-11-09,BA,Operações,Analista,3516.7376436293125,2001-06-01,NA,NA,6.011447431519628,9.998900388367474,6.197270064614713,6.42961906734854,8.764762548729777,6.956429448635955,0,23
169,Diego Costa,Feminino,1998-08-12,PE,Operações,Analista,4115.530861541629,2006-03-29,2016-01-05,Outros,8.595566767267883,7.688192562200129,6.236313852481544,7.71384522668086,9.103148638270795,8.597872245188256,75,22
170,Ana Fernandes Filardi,Feminino,1980-10-09,MG,TI,Coordenador,5717.49298251234,2010-09-03,NA,NA,7.639057137072086,9.389699376188219,6.548398624174297,8.200616739923134,7.716040478087962,7.952241586139069,41,10
171,Cynthia Ribeiro,Feminino,1969-09-01,BA,RH,Analista,3319.330458994955,2015-02-15,NA,NA,8.838128778152168,6.794364449568093,7.9357948917895555,7.484031631611288,7.817860284820199,7.940691192190899,65,30
172,Julia Andrade,Feminino,1976-11-16,PR,Logística,Analista,4270.99672332406,2000-10-07,2002-12-27,Outros,9.162942936643958,6.735961497761309,9.177910125814378,8.753545472864062,6.963049604557455,8.255936562583553,37,20
173,Bruna Calmon,Feminino,1987-01-09,RS,Operações,Estagiário,1551.2864160351455,2003-02-02,NA,NA,8.230304536409676,8.220083956606686,7.942038579843938,7.7794652071315795,7.131910833530128,8.18705003017815,82,17
174,Nicole Vaz,Feminino,1974-10-16,RJ,RH,Analista,3872.5840845145285,2009-09-21,NA,NA,7.705879190936685,6.462100024335086,6.613339753821492,9.341098327422515,9.650743002071977,8.69209124957558,22,23
175,João Monteiro,Feminino,1987-02-04,SC,Logística,Analista,3274.3868539109826,2006-08-14,NA,NA,9.824872847646475,6.1750377751886845,7.560603868216276,5.590115427039564,9.882467834278941,7.837632743568987,57,29
176,Livia Mello,Masculino,1975-12-14,PE,Logística,Estagiário,1578.9826554246247,2014-03-19,NA,NA,9.092959749512374,7.048096070997417,8.043702713213861,9.074578651925549,8.90234887599945,9.042792809659536,40,26
177,Andre Ribeiro da Costa,Masculino,1990-07-07,RS,TI,Coordenador,6608.320125378668,2013-05-17,2016-08-09,Outros,8.083563135936856,7.273188258521259,6.391932604834437,8.616205578437075,7.484080045484006,6.396102680257111,55,16
178,Samantha de Oliveira Pereira,Feminino,1983-06-11,BA,Administrativo,Analista,3651.65046043694,2014-01-04,NA,NA,7.701164457947016,9.778492024168372,6.7508365688845515,9.838232734473422,7.961296102032065,8.721062190684316,13,8
179,Bruna Calmon,Feminino,1984-03-03,MG,RH,Analista,3790.7183286733925,2004-10-15,2008-06-06,Reestruturação,9.160832758061588,7.7508992701768875,9.513418356887996,9.58156242617406,9.243232125416398,9.261413086225335,85,29
180,Carlos Alberto Souza,Feminino,1966-02-04,BA,Comercial,Analista,3224.869707133621,2002-12-09,2008-03-04,Desempenho,9.215774423442781,7.815573770552874,7.41891510412097,5.5772122158668935,8.236269229091704,7.743192731065431,46,10
181,Diego Costa,Masculino,1976-03-21,SC,RH,Coordenador,5170.70128582418,2009-10-31,NA,NA,6.694315838627517,6.298287413083017,6.274889555759728,6.004054074874148,9.086750731803477,6.935209241510958,30,13
182,Julia Andrade,Masculino,1969-08-25,SC,RH,Analista,4337.247780524194,2009-06-05,NA,NA,8.256950112059712,7.494073246605694,6.6074910666793585,8.2781453023199,7.07000679615885,7.3125206094031245,16,31
183,Fernanda de Oliveira Netto,Feminino,1973-11-04,GO,Administrativo,Analista,4204.020304605365,2015-04-19,2019-12-31,Desempenho,8.06260549556464,8.293172222562134,6.27928673569113,8.100748971337453,7.320246924646199,7.299674036007959,9,15
184,Manuela Abreu Braga Martins,Feminino,1982-04-01,ES,Logística,Estagiário,1457.5301780831069,2005-09-14,NA,NA,7.4416440930217505,9.43312952388078,7.9115499667823315,9.915446407394484,9.875765781849623,9.463330927938395,4,17
185,Diego Costa,Masculino,1967-09-08,SC,Comercial,Analista,3365.7887736335397,2014-06-24,2017-09-27,Outros,6.091514145955443,6.9274424565956,7.120270848274231,6.966169223887846,9.80714935157448,7.289180817583223,6,25
186,Bruna Calmon,Masculino,1976-10-20,SP,Comercial,Analista,4251.079953275621,2014-03-22,NA,NA,8.151561273261905,9.829068723134696,8.160535112023354,9.837174569256604,8.88600225187838,9.563608790672841,41,33
187,Samantha de Oliveira Pereira,Feminino,1969-09-18,ES,Operações,Gerente,9814.79268008843,2006-06-17,NA,NA,8.2206723485142,9.46950815524906,9.757382575422525,7.378824279876426,6.495527029037476,8.070913480084245,62,10
188,Roberto Suzano,Masculino,1982-08-09,SC,TI,Analista,2634.3073681928217,2001-11-01,NA,NA,7.3104249918833375,6.893569016829133,7.4098929185420275,6.548923079390079,9.27085809968412,6.979993029416176,47,27
189,Felipe Carvalho,Masculino,1986-08-15,PE,Operações,Coordenador,7529.614256927744,2004-12-06,NA,NA,6.273355840705335,7.557356325909495,8.170236309990287,9.176977586466819,6.696757389232516,8.298217758348027,1,20
190,Livia Mello,Feminino,1974-07-27,RS,RH,Estagiário,1733.3066817373037,2007-06-13,2007-11-21,Reestruturação,9.673740655183792,8.461883778683841,6.097182059660554,7.979300483129919,6.638487324118614,7.720873797152574,42,34
191,Bruna Calmon,Masculino,1968-09-11,DF,TI,Analista,4037.363823503256,2014-05-25,NA,NA,7.788585452362895,6.550545536912978,8.40960400737822,8.047024252591655,9.513677641749382,8.670527744667288,70,30
192,Aline de Souza,Masculino,1980-12-14,RS,Administrativo,Estagiário,1379.888752475381,2002-04-13,NA,NA,9.56923231948167,7.085589305497706,7.336278882808983,8.21165322442539,6.240713590756059,7.072691724739928,60,20
193,Fernanda de Oliveira Netto,Feminino,1977-05-23,DF,Financeiro,Coordenador,6651.6657748725265,2008-01-30,NA,NA,7.62047931086272,8.378134276717901,7.6579931285232306,9.86655217828229,6.238723443821073,8.131335484665067,77,12
194,Nathália Fernandes de Araújo,Masculino,1969-09-19,PR,Logística,Analista,3333.8249875232577,2005-12-05,2010-08-06,Pedido do funcionário,8.734921406023204,6.643181606195867,6.077792237512767,7.567542684264481,9.901699913665652,7.627177542447166,48,7
195,Bernard Mello,Feminino,1972-08-29,SP,Operações,Analista,4052.925404626876,2013-05-18,2018-06-11,Outros,9.337918096221983,7.9151169108226895,8.426983235403895,6.849174596136436,8.952215605415404,9.273307716716797,0,10
196,Bruno Almeida,Feminino,1980-07-20,MG,TI,Coordenador,6213.049374753609,2008-01-03,NA,NA,7.411145327612758,9.397618378512561,6.872878652065992,5.891973866382614,8.11247983109206,8.191064207914662,53,16
197,Bruna Calmon,Masculino,1974-11-21,GO,Operações,Analista,2719.3780443631113,2018-11-19,2019-12-31,Outros,7.04144583735615,8.064320615492761,8.946779875084758,9.654111543204635,8.313048424199224,8.684083681270035,44,8
198,Manuela Abreu Braga Martins,Masculino,1978-03-05,SP,RH,Analista,3465.4531609266996,2011-04-30,NA,NA,7.151059119030833,7.490820902399719,8.636397960595787,6.681235706200823,7.169498607516289,7.172347097807979,6,19
199,Carlos Alberto Souza,Masculino,1989-06-29,GO,Logística,Coordenador,7679.0196693036705,2006-12-01,NA,NA,7.013152215629816,8.341174399480224,9.04145027231425,6.621594176394865,9.080760736949742,8.51137675501693,37,15
200,Rodrigo Funcke,Masculino,1998-02-15,RS,Logística,Estagiário,1699.0946845617145,2011-09-15,NA,NA,6.7603391744196415,8.90522466506809,7.1215585405007005,9.391782688908279,7.887492148205638,8.37412787177595,27,40
201,Samantha de Oliveira Pereira,Feminino,1982-11-16,MG,Financeiro,Coordenador,7461.2981006503105,2010-02-28,NA,NA,6.096988007426262,7.38713107816875,9.65905146393925,7.042660858714953,9.130907663144171,7.139974785217904,31,31
202,Marta Fahrnholz,Masculino,1985-10-23,SP,Financeiro,Coordenador,6374.154349556193,2010-05-24,NA,NA,7.073350981809199,6.644403791986406,6.476029918529093,9.896997364703566,7.261246683076024,8.064391349639646,49,25
203,Isamij Jacques Gamboa,Masculino,1982-04-06,GO,Logística,Analista,4052.9744075611234,2006-10-18,NA,NA,8.929986977949739,7.4879546808078885,6.873071831651032,6.858947282889858,7.011396353133023,7.860774377851618,28,14
204,Ana Fernandes Filardi,Feminino,1984-04-23,DF,Comercial,Gerente,10070.952448993921,2011-12-04,NA,NA,7.6064906576648355,8.402020109817386,9.104199284687638,8.080569758312777,9.391735101118684,8.42321785365342,27,40
205,Gabriela Costa,Masculino,1970-03-21,GO,Administrativo,Gerente,14345.820475369692,2000-06-21,NA,NA,9.44740255177021,8.966035067103803,7.748734679073095,8.066445698495954,6.987417045980692,9.3991977378537,11,17
206,Manuela Abreu Braga Martins,Masculino,1965-12-01,RS,Financeiro,Estagiário,1569.7600725106895,2010-07-21,NA,NA,8.587373143993318,6.067061477340758,6.291854629293084,5.534166463185102,9.043456267565489,7.581206633026231,43,20
207,Ana Fernandes Filardi,Masculino,1973-08-15,BA,Administrativo,Analista,3063.6548646725714,2013-10-05,NA,NA,7.6422826834023,9.792414074763656,8.641575997695327,8.397917114198208,9.169048731215298,8.471682799218218,51,1
208,Marta Fahrnholz,Masculino,1971-01-31,DF,Administrativo,Analista,2979.403432458639,2006-04-17,NA,NA,9.92558516189456,6.5226083025336266,6.6344503136351705,5.0052297208458185,9.955524181947112,8.074249938083405,51,31
209,Yuri Cruz,Feminino,1975-01-26,SP,Operações,Estagiário,1312.7261508721858,2014-07-03,NA,NA,9.722380477003753,6.108285231515765,9.181342783384025,7.788540759356692,9.251331589184701,8.615025382768598,64,19
210,Carlos Alberto Souza,Masculino,1980-09-29,GO,Logística,Analista,3270.358997862786,2015-07-04,NA,NA,9.103568904101849,9.376944121904671,8.53499908093363,7.697251731297001,6.355953641235828,8.126270698671739,0,10
211,Samantha de Oliveira Pereira,Feminino,1994-11-02,SP,TI,Analista,3791.834390256554,2005-06-10,NA,NA,7.363969807513058,7.784147867932916,7.478234979324043,8.627610115800053,6.5308400904759765,5.925885905013505,41,20
212,Aline de Souza,Masculino,1984-03-21,SC,TI,Analista,4124.202040489763,2004-10-11,NA,NA,7.032209845259786,7.0062423050403595,6.122638015076518,6.689743403112516,7.470372763462365,6.64844487551113,13,31
213,Mariana Lima,Masculino,1989-02-10,RJ,Logística,Coordenador,7983.389639761299,2015-05-13,NA,NA,6.63237613812089,9.345514071173966,8.969615176320076,6.085635862546042,6.435979092493653,7.505968913803891,52,21
214,Livia Mello,Masculino,1967-03-15,PR,RH,Analista,4463.530840352178,2011-04-05,2018-11-26,Reestruturação,9.483849370852113,7.900970666669309,8.889922042377293,6.0246594925411046,8.757084450684488,8.572994707399838,42,23
215,Ana Fernandes Filardi,Feminino,1990-05-21,PE,Comercial,Analista,3812.7390230074525,2018-11-12,2019-12-31,Reestruturação,8.362488207407296,6.4766275910660625,7.1667622132226825,7.0279994700104,6.565054113976657,7.296102294256637,19,31
216,Felipe Carvalho,Feminino,1967-04-05,MG,TI,Analista,4148.938273545355,2017-05-16,2019-12-31,Término de contrato,6.3420407911762595,6.484111011959612,8.453166358172894,5.226911046775058,9.80640318710357,7.375899365873444,32,11
217,Marta Fahrnholz,Feminino,1977-08-16,PE,RH,Analista,4346.481119282544,2013-12-20,2019-01-26,Reestruturação,9.014932626858354,9.513428527861834,7.465489835478365,8.714215324725956,7.9764168886467814,9.293501899849286,68,18
218,Isamij Jacques Gamboa,Feminino,1979-08-12,ES,Logística,Coordenador,5285.4221041779965,2004-06-07,2005-10-16,Pedido do funcionário,6.623132050037384,6.20487985946238,9.08565276209265,9.516273584449664,6.617445902898908,7.583031144852324,29,27
219,Diego Costa,Feminino,1986-01-21,GO,TI,Analista,3119.9515191838145,2013-06-27,2014-05-25,Pedido do funcionário,6.270602067001164,7.409037995152175,9.377061353996396,9.251916316570714,7.966395014896989,7.5271620621367115,6,6
220,Rodrigo Funcke,Feminino,1998-10-13,SC,Administrativo,Coordenador,5404.962333152071,2000-10-13,2009-07-26,Reestruturação,6.48144368827343,7.658254043199122,9.369749217294157,6.447612289339304,8.032454726286232,7.346139118967326,62,32
221,Felipe Carvalho,Masculino,1995-07-28,BA,Financeiro,Analista,4014.0253296121955,2008-05-23,NA,NA,6.203832680359483,9.04180158302188,6.1194673124700785,8.16223464673385,9.960132425650954,7.805359272460241,63,9
222,Andre Ribeiro da Costa,Masculino,1981-11-07,PR,Operações,Analista,4239.970265887678,2018-07-10,2019-12-31,Desempenho,7.9645662792027,8.781196309253573,6.386389312334359,5.882972973631695,7.3870779778808355,6.993098058186436,28,23
223,Samantha de Oliveira Pereira,Masculino,1971-03-28,SP,Financeiro,Gerente,10211.959272623062,2011-05-28,NA,NA,8.074048825539649,9.718910668045282,8.350666515529156,8.804793491726741,8.818264016881585,7.821028180162522,73,22
224,Samantha de Oliveira Pereira,Masculino,1974-05-17,SP,Administrativo,Coordenador,6117.347478866577,2010-09-13,NA,NA,6.1332268211990595,6.6572133880108595,7.771459910087287,9.119750986574218,6.231183586642146,7.480295870224573,37,14
225,Bernard Mello,Feminino,1989-02-08,RJ,Administrativo,Estagiário,1749.1673415061086,2014-02-09,2019-12-31,Reestruturação,8.73816416412592,9.262243806384504,9.291045672260225,8.997814729809761,7.760055930353701,9.205630734679998,15,22
226,Carlos Alberto Souza,Feminino,1992-09-29,PE,Comercial,Analista,3262.6332524232566,2003-09-25,NA,NA,9.692278531379998,8.216599786654115,6.124488480389118,8.848160560010001,6.565665798261762,7.521359923299769,34,18
227,Samantha de Oliveira Pereira,Masculino,1972-05-16,BA,Comercial,Gerente,12692.22790421918,2018-03-22,NA,NA,6.0381065951660275,9.550745096988976,7.460524072870612,8.64420086843893,7.195081690326333,7.995843565613282,45,29
228,Pedro da Silva,Feminino,1991-12-13,DF,Financeiro,Analista,3581.0574805364013,2016-09-05,NA,NA,9.0709741087630391,9.755025223828852,9.479185924865305,8.170390331652015,6.480569759383798,8.433393083414591,51,7
229,Felipe Carvalho,Masculino,1971-07-11,SP,Comercial,Estagiário,1534.5488493796438,2012-04-17,2014-05-13,Reestruturação,6.1759463511407375,6.05451266374439,8.935868489556015,7.057442499790341,7.185221635736525,6.934104945603046,48,33
230,Isamij Jacques Gamboa,Feminino,1982-06-27,RJ,Comercial,Analista,2618.56961902231,2006-08-30,NA,NA,9.452625187113881,7.6632321160286665,9.747382886707783,7.0687898667529225,6.1454060124233365,8.317546584086504,65,17
231,Wesley Oliveira Baptista,Feminino,1969-06-20,DF,TI,Estagiário,1680.167672317475,2012-03-10,NA,NA,8.483485199511051,6.405778671614826,6.959759113378823,7.1736510342452675,7.070685093291104,7.4277292749440464,45,13
232,João Monteiro,Masculino,1965-11-14,BA,Financeiro,Analista,2880.166731774807,2015-02-23,2019-12-31,Desempenho,7.942032097838819,7.858983315527439,9.642232422716916,6.996939646778628,8.371897580102086,7.87059667802378,50,9
233,João Monteiro,Masculino,1988-07-29,SP,Operações,Estagiário,1376.0134139098227,2004-07-24,NA,NA,9.251708375290036,8.878148019313812,8.271878647617996,8.665135195478797,6.547780882567167,7.956983307851174,61,31
234,Mariana Lima,Masculino,1969-06-15,RJ,Administrativo,Coordenador,5347.849881276488,2000-04-30,NA,NA,9.417168328538537,7.848084205761552,7.955248910933733,8.16981972544454,8.258700572885573,8.601460859284387,37,5
235,Felipe Carvalho,Masculino,1981-07-13,ES,Operações,Coordenador,5157.774218125269,2010-09-13,NA,NA,7.40650209505111,6.724821747280657,8.015604384243488,6.622082833200693,8.277470494620502,6.909761310040678,24,21
236,Patricia Rodrigues,Feminino,2000-04-15,GO,TI,Coordenador,6341.795355081558,2012-04-10,2016-12-24,Pedido do funcionário,8.517551134340465,8.31155064702034,7.724411469884217,6.694971997058019,9.069356019608676,7.711424641009254,34,14
237,Bernard Mello,Feminino,1976-08-09,GO,Operações,Analista,3906.4405192621052,2008-02-10,NA,NA,9.540049311704934,7.162068673409522,7.954380446113646,7.237492850981653,6.002853471785784,8.270924930828256,13,12
238,Julia Andrade,Masculino,1991-09-19,PR,Logística,Coordenador,6197.257549269125,2017-11-09,NA,NA,9.381092747673392,8.930832443758845,7.588186445645988,6.476147782523185,9.582116603851318,8.471827306306514,41,18
239,Fernanda de Oliveira Netto,Masculino,1993-06-24,BA,Financeiro,Analista,3111.436382867396,2014-04-27,NA,NA,7.078712964430451,9.667419181205332,6.404061436653137,7.317128436407074,6.484449405223131,7.168459855234754,50,21
240,Rodrigo Funcke,Masculino,1980-08-10,PE,Logística,Coordenador,7154.871261445805,2017-09-16,NA,NA,6.981752275489271,7.035569394007325,9.363934394903481,9.647009989712387,6.1039285296574235,7.237493235644466,19,16
241,Mariana Lima,Feminino,1998-06-25,SP,Logística,Analista,3898.8313106819987,2002-11-07,NA,NA,7.735218819230795,8.185478119179606,7.741685606539249,5.281389800366014,9.357179008424282,8.018845476919289,23,13
242,Manuela Abreu Braga Martins,Masculino,1973-10-07,ES,RH,Analista,3980.872198473662,2005-06-30,NA,NA,7.050977655686438,9.059901786968112,7.072514756582677,5.715457678306848,7.353642623871565,6.9736012944923935,18,27
